Word Number	Frequency	Arabic	English					
26009	319	omar	omar 					
26010	319	هوانغ	Huang 					
26011	319	الصحبة	Companionship 					
26012	319	دفنه	Buried 					
26013	319	المصابة	 infected					
26014	319	إيقافك	 stop you					
26015	318	مفعوله	Effect 					
26016	318	تشعل	Ignite 					
26017	318	سأرافقك	Soravqk 					
26018	318	تتناسب	 suit					
26019	318	دهن	Fat 					
26020	318	يضعها	 places					
26021	318	نأتى	 we come					
26022	318	دائمآ	 always					
26023	318	تريدهم	 you want them					
26024	318	نبضه	 pulse					
26025	318	التاجر	Merchant 					
26026	318	الجانى	 offender					
26027	318	سأمضي	I will spend 					
26028	318	اد	Ed 					
26029	318	أانت	 thou					
26030	318	روفس	Rufus 					
26031	318	لأضع	To put 					
26032	318	إتباع	Follow 					
26033	318	تتناولي	Taatnola 					
26034	318	مفيش	Mafeesh 					
26035	318	أطوار	Phases 					
26036	318	المخصص	Allocated 					
26037	318	نائمه	 slept					
26038	318	تقيمين	 you evaluate					
26039	318	هدم	Demolition of 					
26040	318	تجعلينني	Tdjalinna 					
26041	318	بالركض	 ran					
26042	318	تتمرن	 rehearse					
26043	318	lf	lf 					
26044	318	خالة	Aunt 					
26045	318	بالرضا	 satisfied					
26046	318	ذهابنا	 we went					
26047	318	نلتزم	We are committed to 					
26048	318	المرعبة	Horrifying 					
26049	318	الرابحة	Winning 					
26050	318	الجنية	Fairy 					
26051	318	يراقبني	 watching me					
26052	318	لتسوية	Settlement 					
26053	318	أدق	 more accurate					
26054	318	p	p 					
26055	318	انقاذه	 rescued					
26056	318	طونى	Tony 					
26057	318	أتجه	 I head					
26058	318	شجر	 trees					
26059	318	العدة	Kit 					
26060	318	المحور	Axis 					
26061	318	بعودتكم	 you back					
26062	318	تنتظرنا	 ahead					
26063	318	ولادتك	Your birth 					
26064	318	نهاجم	We attack 					
26065	318	أجبرتني	 forced me					
26066	318	لأخيك	For your brother 					
26067	318	مؤسس	Founder of 					
26068	317	تقرأي	READ 					
26069	317	يصغي	Listening 					
26070	317	رئاسة	Presidency of 					
26071	317	يلاحقني	 haunted me					
26072	317	الطازجة	Fresh 					
26073	317	كعكات	Cakes 					
26074	317	بور	Port 					
26075	317	البكر	Maiden 					
26076	317	تأخذك	Takes 					
26077	317	وألقي	And  were					
26078	317	يريدوننا	 wanted us					
26079	317	بساعة	Hour 					
26080	317	الاجراءات	Measures 					
26081	317	مكتبنا	Our office 					
26082	317	علاجها	Treated 					
26083	317	فأنها	It 					
26084	317	ابيع	 I sell					
26085	317	الألاعيب	 ploys					
26086	317	ماتش	Match 					
26087	317	عشيقها	Her lover 					
26088	317	ستغضب	 get angry					
26089	317	شهران	 months					
26090	317	وفيما	With 					
26091	317	تشون	Chun 					
26092	317	انكسر	Broke 					
26093	317	بالعلاج	 treatment					
26094	317	آب	August 					
26095	317	للتراجع	Retreat 					
26096	317	محرجا	Awkward 					
26097	317	زورق	Boat 					
26098	ـ317	بـل	But 					
26099	317	تفرغ	 full-time					
26100	317	لخطواتك	 for your steps					
26101	317	فيز	Phys 					
26102	317	نتاج	A product of 					
26103	317	تحتاجك	Tanajk 					
26104	317	العزلة	Isolation 					
26105	317	النبتة	Plant 					
26106	317	ماربل	Marble 					
26107	317	يتخطى	 skips					
26108	317	حصلتى	Hsalty 					
26109	317	الإستيلاء	 seizure					
26110	317	للقضية	Issue 					
26111	317	محلولة	Solved 					
26112	317	أخرجى	Come out 					
26113	317	لشيئ	Something 					
26114	317	يدفعك	 pushes you					
26115	317	مانويل	Manuel 					
26116	317	نسيتها	 forgotten					
26117	317	حقبة	 era					
26118	ــ317	الـوقـت	Time 					
26119	317	جريندييل	Jerindjel 					
26120	317	جناية	 felony					
26121	317	الكسوف	Eclipse 					
26122	317	بالكنيسة	Church 					
26123	317	دوف	Dov 					
26124	317	مثبت	 Sticky					
26125	317	سيسيليا	Cecilia 					
26126	317	الديسكو	Disco 					
26127	317	بصحتكم	 your health					
26128	317	إيجادك	 find you					
26129	317	للوضع	Status 					
26130	317	تستطيعان	 can photograph					
26131	317	التحسن	 improvement					
26132	317	بطريقته	 in his own way					
26133	316	أسلوبه	Style 					
26134	316	مسابقات	 contests					
26135	316	تفقدين	 you lose					
26136	316	الوحيدان	The only 					
26137	316	المأكولات	Food 					
26138	316	اخبرتكم	 told you					
26139	316	سعيدون	Happy 					
26140	316	الثابتة	Fixed 					
26141	316	ألما	Alma 					
26142	316	أنشر	Spread 					
26143	316	يهاجمون	Attack 					
26144	316	حولى	 Hawally					
26145	316	أستفيد	 I benefit					
26146	316	الأنشطة	 Activities					
26147	316	بكلامي	 My words					
26148	316	تفقدها	Lose 					
26149	316	سجينة	 prisoner					
26150	316	يتغيرون	 vary					
26151	316	المهاجم	Striker 					
26152	316	بيكمان	Beekman 					
26153	316	إعلام	Media 					
26154	316	الترشح	Run 					
26155	316	الأوروبية	European 					
26156	316	أكملت	Completed 					
26157	316	للظهور	The emergence of 					
26158	316	بمراجعة	 review					
26159	316	صدقينى	Believe me 					
26160	316	يسرع	 accelerates					
26161	316	أخلد	 went					
26162	316	السياق	Context 					
26163	ـ316	سيـدي	"Sir	 "					
26164	316	نهدأ	 calm down					
26165	316	ترانا	 see us					
26166	316	التنفيذية	Executive 					
26167	316	مهنته	 career					
26168	316	هارلم	Harlem 					
26169	316	أخون	 betray					
26170	316	اخلعي	 Strip off					
26171	316	تان	Tan 					
26172	316	وغادر	Left 					
26173	316	لبداية	Start 					
26174	316	هوى	Hui 					
26175	316	للتقدم	Progress 					
26176	316	بقتلنا	 kill us					
26177	316	سأمشي	Somshee 					
26178	316	رصيد	Balance 					
26179	316	اليشا	Alisha 					
26180	316	التركيبة	Makeup 					
26181	ـ316	منهـا	Including 					
26182	316	اتصور	Imagine 					
26183	ـ316	لـيس	Not 					
26184	315	جودى	Judy 					
26185	315	ممتازه	Excellent 					
26186	315	كواحد	As one 					
26187	315	المعتدي	Aggressor 					
26188	315	التوراة	Torah 					
26189	315	الأقراط	Earrings 					
26190	315	تتوجه	Heading 					
26191	315	نسيانها	Forget about 					
26192	315	سيصدق	 will believe					
26193	315	للتصويت	Vote 					
26194	315	حافظي	Keep 					
26195	315	الكاكاو	Cocoa 					
26196	315	سنجتمع	We will meet 					
26197	315	مستند	 document					
26198	315	العزاء	Solace 					
26199	315	تنسين	 forget					
26200	315	نتخلى	Give up 					
26201	315	يلمع	Shine 					
26202	315	الأخلاقي	Moral 					
26203	315	نايونج	Naeung 					
26204	315	اعتقادك	 you think					
26205	315	أسئله	 Questions					
26206	315	سينهار	Will collapse 					
26207	315	وسنرى	We'll see 					
26208	315	مارلا	Marla 					
26209	315	حديدية	Iron 					
26210	315	قائدك	 your leader					
26211	315	مياة	Water 					
26212	315	أنطوني	Anthony 					
26213	315	يختبئون	Hiding 					
26214	315	دكان	Shop 					
26215	315	والعائلة	Family 					
26216	315	تستوعب	Accommodate 					
26217	315	مبللة	Wet 					
26218	315	بأخي	 my brother					
26219	315	وجهات	 views					
26220	315	جريفين	Griffin 					
26221	315	نراجع	 review					
26222	315	طائرته	 plane					
26223	315	إمضي	Spend 					
26224	315	أقلام	 pens					
26225	315	الدبوس	Pin 					
26226	315	الغريبه	 exotic					
26227	315	الزئبق	Mercury 					
26228	315	وليلة	Night 					
26229	315	نعيده	 bring him back					
26230	315	المرأب	Garage 					
26231	315	للقاتل	Assassin 					
26232	315	بالملابس	Clothing 					
26233	315	أوقفك	Ooukvk 					
26234	315	فويب	Phoebe 					
26235	315	بكلية	Faculty 					
26236	315	تفزع	 Panic					
26237	315	بتخريب	Sabotaging 					
26238	315	هيكي	Hickey 					
26239	315	أنصرف	Begone 					
26240	315	بالطريقه	 manner in					
26241	314	يحفر	Drilling 					
26242	314	الغاضبة	Angry 					
26243	314	خاطئه	 wrong					
26244	314	يحتفلون	Celebrate 					
26245	314	يتحطم	 crash					
26246	314	بعودة	Return 					
26247	314	الفقاعات	 bubbles					
26248	314	حبا	Love 					
26249	314	دراجته	Bicycle 					
26250	314	يضعه	Puts 					
26251	314	التواضع	Humility 					
26252	314	تدرسين	 are you studying					
26253	314	تاكسى	Taxi 					
26254	314	قله	Few 					
26255	314	غراند	Grand 					
26256	314	ضحيته	Victim 					
26257	314	صديقكم	Your friend 					
26258	314	الكآبة	Gloom 					
26259	314	باتل	Patel 					
26260	314	مرعوب	Scared 					
26261	314	محرر	 Editor					
26262	314	نحبها	We love 					
26263	314	ببطاقة	 card					
26264	314	بضربك	Drbak 					
26265	œ314	طœ	I œ 					
26266	314	ستواجه	Will face 					
26267	314	معروفين	Known 					
26268	314	بعمرك	 of your age					
26269	314	ادجار	Edgar 					
26270	314	شا	Sha 					
26271	314	إنفجرت	An 					
26272	314	الإندماج	Merger 					
26273	314	وعيها	Awareness 					
26274	314	بيبا	Pippa 					
26275	314	مينغ	Ming 					
26276	ـ314	تـرجمة	Translate 					
26277	314	المؤقتة	Temporary 					
26278	314	قمار	Gaming 					
26279	314	لمحطة	Station 					
26280	314	الانسانية	Humanitarian 					
26281	314	ونأخذ	We take 					
26282	314	متزوجه	 married					
26283	314	سأبدو	Sobdo 					
26284	314	الشيف	Chef 					
26285	314	رجعنا	We go back 					
26286	314	يساعدون	 help					
26287	314	جونثان	Jonathan 					
26288	314	راشد	Rashid 					
26289	314	وحدث	The event 					
26290	314	المغناطيسية	Magnetic 					
26291	314	القرع	Pumpkin 					
26292	314	تريدوا	 ye					
26293	314	تميز	Excellence 					
26294	314	خذنا	 take us					
26295	314	للقاضي	Judge 					
26296	314	أليسا	Elissa 					
26297	ـ314	لكـ	You 					
26298	313	بالضعف	Weak 					
26299	313	قضوا	Spent 					
26300	313	اغلقوا	 blocked					
26301	313	مجفف	 Dryer					
26302	313	صيفي	Summer 					
26303	313	رجليك	 feet					
26304	313	سجلك	 record					
26305	313	وقوي	 strong					
26306	313	نلغي	We remove 					
26307	313	مخيفا	Scary 					
26308	313	يالا	Yala 					
26309	313	مؤقتا	 temporarily					
26310	313	الأحاسيس	Sensations 					
26311	313	سيرتك	Your 					
26312	313	مشبك	Clip 					
26313	313	إتهام	 accused					
26314	313	رأتك	Rotk 					
26315	313	كالى	 Cali					
26316	313	فوس	Vos 					
26317	313	الباطن	 subcontractors					
26318	313	تغش	CHEATS 					
26319	313	الالكترونية	E-					
26320	313	باللحم	Meat 					
26321	313	الشاذة	Abnormal 					
26322	313	ستستخدم	 will be used					
26323	313	المخبول	 bedlamite					
26324	313	بقلبي	My heart 					
26325	313	ى	Z 					
26326	313	النازيون	 Nazis					
26327	313	لوان	Luan 					
26328	313	أعتبره	I consider 					
26329	313	متواضعة	Modest 					
26330	313	ستخبرنا	 will tell us					
26331	313	سيربح	Win 					
26332	313	الخزائن	Safes 					
26333	313	اضطرابات	 disorders					
26334	313	صدقي	Sidqi 					
26335	313	اوين	Owen 					
26336	313	تقديمها	Provided 					
26337	313	الجنسيه	 sexual					
26338	313	رصاصه	 bullet					
26339	313	تستمري	 Chair continue					
26340	313	جيلبرت	Gilbert 					
26341	313	تريزا	Teresa 					
26342	313	بالتخطيط	Planning 					
26343	313	مزود	Provider 					
26344	313	ويحصل	It gets 					
26345	313	سيزر	Sezer 					
26346	313	الميكانيكي	Mechanical 					
26347	313	الإيجابي	 positive					
26348	313	مواطني	Citizens 					
26349	313	اداة	Tool 					
26350	313	اصدقائه	 friends					
26351	313	الممتازة	Excellent 					
26352	312	مقدرة	Estimated 					
26353	312	حزيران	June 					
26354	312	لتقرير	Report 					
26355	312	أغراضها	Purposes 					
26356	312	نضيف	Add 					
26357	312	أنجلترا	England 					
26358	312	منتشية	 ecstatic					
26359	312	صديقتين	 good friends					
26360	312	اليورانيوم	Uranium 					
26361	312	رأتني	 saw me					
26362	312	سور	Wall 					
26363	312	لتحطيم	To break 					
26364	312	وايات	The  states					
26365	312	مدرسي	Teachers of 					
26366	312	عننا	About Us 					
26367	312	لأجلهم	For them 					
26368	312	المفهوم	Concept 					
26369	312	منازلكم	 your homes					
26370	312	مجتمعين	Combined 					
26371	312	ذاكرتها	Her memory 					
26372	312	ساكنة	Static 					
26373	312	والأسلحة	Weapons 					
26374	312	مشاهير	Famous 					
26375	312	عالج	Treated 					
26376	312	ميلهاوس	Millhouse 					
26377	312	واجباتك	Your duties 					
26378	312	اشترينا	We bought 					
26379	312	إعتادت	 accustomed					
26380	312	البروفسور	Professor 					
26381	312	الهلام	Gels 					
26382	312	يتسائل	 wonders					
26383	312	جيرانك	 neighbors					
26384	312	بدوري	League 					
26385	312	السهرة	Evening 					
26386	312	وبقيت	 remained					
26387	312	لتعرفي	To know 					
26388	312	وتطلب	It requests 					
26389	312	جدته	Grandmother 					
26390	312	الجمبري	 shrimp					
26391	312	فيتامين	Vitamin 					
26392	312	للجزء	Part 					
26393	ـ312	الشرطـة	 police					
26394	312	جيمسون	Jemison 					
26395	312	سامحنى	Forgive me 					
26396	312	تشربه	 drink					
26397	312	للاختباء	To hide 					
26398	312	ندور	N'Dour 					
26399	312	دخولها	Entry 					
26400	312	المخفية	Hidden 					
26401	312	جال	 Gal					
26402	312	رقمية	Digital 					
26403	312	كوالسكي	Kowalski 					
26404	312	آذى	 hurt					
26405	312	تنجز	Complete 					
26406	312	يغادروا	Leaving 					
26407	312	لأساعدك	To help you 					
26408	312	شجعان	 brave					
26409	ـ312	ولـم	 did not					
26410	312	ويعيش	Live 					
26411	312	بسيطا	Simple 					
26412	312	يلبسون	Wear 					
26413	312	مثلت	Represented 					
26414	312	ووه	Oooh 					
26415	312	طيبين	Taibin 					
26416	312	تقبيلي	 kiss me					
26417	312	قاومت	Resisted 					
26418	312	تشترك	 shares					
26419	311	جميلين	Gmelin 					
26420	311	الممنوعات	Contraband 					
26421	311	اختياره	Selected 					
26422	311	صلني	 I received					
26423	311	بيروت	Beirut 					
26424	311	راجنر	Ragnar 					
26425	311	تشاهده	See 					
26426	311	كيان	 entity					
26427	311	يكتشفون	Discover 					
26428	311	تتنهد	 sighs					
26429	311	جدولة	Scheduling 					
26430	311	راستي	Rusty 					
26431	311	بألف	 thousand					
26432	311	best	best 					
26433	311	للخطة	Plan 					
26434	311	مورس	Morse 					
26435	311	النزهة	Nozha 					
26436	311	إنجازه	Completed 					
26437	311	المولود	Born 					
26438	311	الأفطار	 BREAKFAST					
26439	311	رزمة	Package 					
26440	311	بفخر	Proudly 					
26441	311	التلفون	Telephone 					
26442	311	وافقنا	We agreed 					
26443	311	عديد	Many 					
26444	311	تون	Tun 					
26445	311	قبضتي	Qdti 					
26446	311	إيليوت	 Elliott					
26447	311	ساموراي	 Samurai					
26448	311	يعكس	Reflecting 					
26449	311	أهربوا	 run away					
26450	311	تقرري	 decide					
26451	311	محترق	 Burning					
26452	311	ابدأوا	 Get Started					
26453	ـ311	تـ	T 					
26454	311	قاعده	 base					
26455	311	تقابلوا	 they met					
26456	311	سماعهم	Hearing 					
26457	311	أعادت	Returned 					
26458	311	للروح	Spirit 					
26459	311	للهدف	Target 					
26460	311	جيدآ	 well					
26461	311	هيلر	 Hillier					
26462	311	لمشروع	Project 					
26463	311	بإستطاعتنا	 in our power					
26464	311	التوظيف	Employment 					
26465	311	مختبئ	 hidden					
26466	311	العوامل	Factors 					
26467	311	نحيف	Slim 					
26468	311	وجدني	Found me 					
26469	311	غن	Serenade 					
26470	311	متأثر	 affected					
26471	311	كوكا	Coca-					
26472	311	عاشرت	Xt 					
26473	311	الكلاسيكي	Classic 					
26474	311	boy	boy 					
26475	311	باكيت	Paquette 					
26476	311	تد	Ted 					
26477	311	المحب	Loving 					
26478	311	التنازل	Waiver 					
26479	310	صاغية	Ears 					
26480	310	هوراشيو	Horatio 					
26481	310	بورسيل	Purcell 					
26482	310	كلمني	Kalemni 					
26483	310	ورائع	The gorgeous 					
26484	310	إنكلترا	England 					
26485	310	بعصا	Stick 					
26486	310	جلطة	Clot 					
26487	310	إليهما	Them 					
26488	310	قسطا	Premium 					
26489	310	ليخبرني	To tell me 					
26490	310	إصعدي	Go up 					
26491	310	إكتشفوا	 discovered					
26492	310	البلورة	Crystal 					
26493	ـ310	البـاب	Section 					
26494	310	فقدانك	 lose					
26495	310	ابتسمي	 smiled					
26496	310	سنقدم	We will give 					
26497	ـ310	ألـم	Pain 					
26498	310	شهادته	His testimony 					
26499	310	الحوامل	 pregnant women					
26500	310	طارت	It flew 					
26501	310	الرابح	Winner 					
26502	310	ستكونى	Cetkony 					
26503	310	اهذه	Is this 					
26504	310	باحث	Researcher 					
26505	310	التحطم	 crash					
26506	310	صفارة	Buzzer 					
26507	310	المتبرع	Donated 					
26508	310	مسلحون	 gunmen					
26509	310	ماد	Mad 					
26510	310	وثائقي	Documentary 					
26511	310	خد	Take 					
26512	310	أحمقا	 idiot					
26513	310	أتريدي	Otrida 					
26514	310	مشمس	Sunny 					
26515	310	عيونهم	Eyes 					
26516	310	لإيقافه	To stop 					
26517	310	غينيا	Guinea 					
26518	310	مارتينز	Martins 					
26519	310	ضحى	Sacrificed 					
26520	310	تختفى	 disappear					
26521	310	لأنهما	Because they are 					
26522	310	الابنة	Daughter 					
26523	310	مملكتي	 kingdoms					
26524	310	ستحصلون	You will receive 					
26525	310	لأجلب	To bring 					
26526	310	find	find 					
26527	310	لمقابلته	To meet him 					
26528	310	غور	Gore 					
26529	310	سمعتى	 my reputation					
26530	310	الخاسرين	Losers 					
26531	310	يلزمني	I need 					
26532	310	وأقسم	And I swear 					
26533	310	الفردية	Individual 					
26534	310	تخلصي	Discard 					
26535	310	السيقان	Legs 					
26536	310	يضربون	Strike 					
26537	310	الوريث	Heir 					
26538	310	بالغاز	Gas 					
26539	310	والأب	Father 					
26540	310	قش	Straw 					
26541	310	تفسيره	Interpretation of 					
26542	309	people	people 					
26543	309	طلبة	 students					
26544	309	أخوتي	 brothers					
26545	309	عوامل	 factors					
26546	309	فضلكما	: please					
26547	309	تعيس	UNHAPPY 					
26548	309	المدرس	Teacher 					
26549	309	فعلتموه	 I have done					
26550	309	منصبك	 your position					
26551	309	k	k 					
26552	ـ309	سنـة	Year 					
26553	309	لاشك	There is no doubt 					
26554	309	ليقوله	To say 					
26555	309	تشجع	Encourages 					
26556	309	مضمونة	Guaranteed 					
26557	309	بطلقة	Shot 					
26558	309	بالدفاع	Defense 					
26559	309	الصنف	Item 					
26560	309	بدونى	 without me					
26561	309	الماسات	Sparklers 					
26562	309	اعتقلت	 arrested					
26563	309	اصعدوا	Go up 					
26564	309	جائوا	 had come					
26565	309	ستدفعين	Stdfien 					
26566	309	غي	Guy 					
26567	309	يردن	Want 					
26568	309	ردت	Received 					
26569	309	للحانة	The bar 					
26570	309	بالرنين	 resonance					
26571	309	بذيئة	Obscene 					
26572	309	تعليمه	Educated 					
26573	309	الاوسط	East 					
26574	309	into	into 					
26575	309	وقفة	Pause 					
26576	309	العداء	Hostility 					
26577	309	مناسبات	 occasions					
26578	309	عاشقة	Ashqh 					
26579	309	سرورى	DELIGHTFUL 					
26580	309	المراهق	Teenager 					
26581	309	الثانوي	Secondary 					
26582	309	فانكوفر	Vancouver 					
26583	309	اصبعي	 my finger					
26584	309	يتابع	 tracks					
26585	309	رادار	Radar 					
26586	309	تاد	Tadd 					
26587	309	العداله	 justice					
26588	309	أخواتي	 sisters					
26589	309	ساينت	Sallent 					
26590	309	أودي	Audi 					
26591	309	للمطعم	Restaurant 					
26592	309	المحاسب	Accountant 					
26593	309	لايك	Lake 					
26594	309	ترتجف	Quivers 					
26595	309	لنهرب	Let us flee 					
26596	309	قالا	They said 					
26597	309	انطلقت	Launched 					
26598	309	شيرل	Shirl 					
26599	309	تعيده	 return					
26600	309	اجراءات	 procedures					
26601	309	بعثة	 Mission					
26602	309	شيءا	 thing					
26603	309	مامدى	How much 					
26604	309	تضايقني	 bother me					
26605	309	محاربين	 warriors					
26606	309	مسبقة	Pre-					
26607	309	سأخذها	 I will take them					
26608	309	يفرق	Differentiates 					
26609	308	طائل	Pointless 					
26610	308	اللهو	Fun 					
26611	308	صاحبه	Owner 					
26612	308	بفصل	Disconnect the 					
26613	308	البريء	Innocent 					
26614	308	يقسم	 divides					
26615	308	الاستجابة	Response 					
26616	308	أحجز	Book 					
26617	308	نقتلهم	Kill them 					
26618	308	أستغل	 took advantage					
26619	308	مقلي	Fried 					
26620	308	جورجينا	Georgina 					
26621	308	سيفسد	 spoil					
26622	308	توفيا	 died					
26623	308	كابو	Capo 					
26624	308	كطبيب	As a doctor 					
26625	308	المهر	 Pony					
26626	308	يخبرها	 tells					
26627	308	الرقابة	 Control					
26628	308	الشظايا	 fragments					
26629	308	فصله	Separated 					
26630	308	ترم	Terms 					
26631	308	لاتفهم	To understand 					
26632	308	سنواجه	We will face 					
26633	308	عشان	Ashan 					
26634	308	حسابنا	Our 					
26635	308	المحافظين	Conservative 					
26636	308	مسروره	Pleased 					
26637	308	وهذة	These 					
26638	308	بالصندوق	Fund 					
26639	308	أمانا	Safer 					
26640	308	f	f 					
26641	308	الأخشاب	Wood 					
26642	308	مخيلتي	The most memorable 					
26643	308	مستلقية	 Lying					
26644	308	الدوريات	 periodicals					
26645	308	كامرون	Cameron 					
26646	ـ308	لأننـي	Because I 					
26647	308	البيولوجي	Biological 					
26648	308	اياك	EAAC 					
26649	308	شابين	 young					
26650	308	yo	yo 					
26651	308	ماكرة	Crafty 					
26652	308	شوستر	Schuster 					
26653	308	البنكرياس	Pancreas 					
26654	308	الامريكان	American 					
26655	308	لاتقولي	Atcola to 					
26656	308	تداخل	Interference 					
26657	308	كولومبو	Colombo 					
26658	308	صفنا	Described 					
26659	308	للإمساك	Constipation 					
26660	308	هاهى	Here 					
26661	308	حملك	 pregnancy					
26662	308	المكالمه	Mazdaspeed 					
26663	308	تدفن	Buried 					
26664	308	السكرتير	Secretary of 					
26665	308	جلل	Gravely missed 					
26666	308	ستنال	Will obtain 					
26667	308	الأحتفال	 celebration					
26668	308	وست	West 					
26669	308	الإنكليزية	English 					
26670	308	المرتفع	High 					
26671	308	إفتقدتك	 MiSS					
26672	307	أأمن	 safer					
26673	307	فحم	Coal 					
26674	307	الشيفرة	Code 					
26675	307	بوضعها	Placing 					
26676	307	الكيماوي	Chemical 					
26677	307	تقصدي	 you mean					
26678	ـ307	أحـاول	I try 					
26679	307	صبى	 boy					
26680	307	الأمبراطور	Emperor 					
26681	307	منازلنا	 homes					
26682	307	فزع	Panic 					
26683	307	دش	Shower 					
26684	307	فتحنا	We opened 					
26685	307	بسخاء	 generously					
26686	307	المجنونه	 crazy					
26687	307	فلسفة	Philosophy 					
26688	307	تنحني	Bow down 					
26689	307	كانيون	Canyon 					
26690	307	ملاذ	Haven 					
26691	307	ستعتقد	 will believe					
26692	307	ولطالما	For as long as 					
26693	307	للنزول	The descent of 					
26694	307	لاقول	To tell 					
26695	307	عبادة	Worship 					
26696	307	كورنيل	Cornell 					
26697	307	قابله	Offset 					
26698	307	الهالويين	Halloween 					
26699	307	تحميه	Protected by 					
26700	307	متوحشة	Savage 					
26701	307	أنتظرت	 I waited					
26702	307	غموض	Ambiguity 					
26703	307	الحاضرين	 attendees					
26704	ـ307	أتمنـى	I wish 					
26705	307	فدرالي	Federal 					
26706	307	بوت	Bot 					
26707	307	اهناك	Is there 					
26708	307	الهلع	Panic 					
26709	307	تحبى	Thabay 					
26710	307	مختلفتين	Two different 					
26711	307	بالجائزة	 prize					
26712	307	أواثقة	Ooathagh 					
26713	307	النزال	Bout 					
26714	307	انته	Expire 					
26715	307	للمبنى	Building 					
26716	307	تملي	Dictate 					
26717	307	التركيب	Composition 					
26718	307	الزواحف	Reptile 					
26719	307	إتبعوني	Follow me 					
26720	307	خوزيه	Jose 					
26721	307	تتناولين	 you eat					
26722	307	الناجون	Survivors 					
26723	307	الأساسيات	Basics 					
26724	307	الصباحية	Morning 					
26725	307	الضريبة	Tax 					
26726	307	وبعضهم	And some 					
26727	307	راسي	Rasi 					
26728	307	الخزانات	 reservoirs					
26729	307	الجزائر	Algeria 					
26730	307	أدعوها	 I call					
26731	307	قبلتها	Accepted 					
26732	307	لإلغاء	To cancel 					
26733	307	نظيفا	Clean 					
26734	307	فيث	Feith 					
26735	307	المؤلف	Author 					
26736	307	تتركوا	 let					
26737	307	يعنيني	"I am concerned	 "					
26738	307	لنوع	Type 					
26739	306	يعبثون	Tampering 					
26740	306	يوكي	Yuki 					
26741	306	الآلهه	 gods					
26742	306	منقذ	Savior 					
26743	306	please	please 					
26744	306	أتوقعه	 I expect					
26745	306	موقد	Stove 					
26746	306	تخبرين	 you tell					
26747	306	تمنعني	 stop me					
26748	306	المرتفعة	High 					
26749	306	نشكل	Shape 					
26750	306	ميلادى	AD 					
26751	306	وأخبرته	I told him 					
26752	306	المخاض	Labor 					
26753	306	الجياد	 horses					
26754	306	امتصاص	Absorption 					
26755	306	موطنك	 home country					
26756	306	ليروا	To see 					
26757	306	إتجه	 GO					
26758	306	أمسح	 wipe					
26759	306	يضعك	 puts you					
26760	306	إيطالية	Italian 					
26761	306	وجزء	Part 					
26762	306	تشتيت	Dispersing 					
26763	306	مهمل	"Regardless	 "					
26764	306	سيوقف	Stop 					
26765	306	الفرو	Fur 					
26766	306	كشرطي	 cop					
26767	306	blood	blood 					
26768	306	ألحظ	 notice					
26769	306	اجتياز	Passing 					
26770	306	توقفه	Stop 					
26771	306	والحق	Right 					
26772	306	ملزم	Binding 					
26773	306	النيابة	Prosecution 					
26774	306	ضعفي	Twice as much as 					
26775	306	سنواصل	We will continue to 					
26776	306	اللية	 Layyah					
26777	306	جوابك	 answer					
26778	306	الطبيه	Medical 					
26779	306	آرتشر	 Archer					
26780	ـ306	يكـن	Not 					
26781	306	المنقذ	Savior 					
26782	306	إقتحم	 stormed					
26783	306	فرناندو	Fernando 					
26784	306	دوام	 Time					
26785	306	أسس	The foundations of 					
26786	306	بسكتة	Stroke 					
26787	306	تا	TA 					
26788	306	روان	Rowan 					
26789	306	بروستر	 Brewster					
26790	306	نلقى	 we meet					
26791	306	بأسبوع	Week 					
26792	306	قديما	Old 					
26793	306	يهتموا	Care 					
26794	306	وجعلت	And made 					
26795	306	إيدين	 Edin					
26796	305	ونضع	And put 					
26797	305	باركك	 blessed					
26798	305	عنيدا	He'd 					
26799	305	الملفوف	Cabbage 					
26800	305	حالتنا	Our case 					
26801	305	الفان						
26802	305	والآخرون	And  others					
26803	305	الجيدون	 The good					
26804	305	لأناس	For  people					
26805	305	سلس	Smooth 					
26806	305	أمنيتك	 your wish					
26807	305	هوي	Hwy 					
26808	305	بالتحقق	Checks 					
26809	305	قادما	Coming 					
26810	305	بتغير	Change 					
26811	305	أخشي	 I'm afraid					
26812	305	دونكان	Duncan 					
26813	305	اغاني	Music 					
26814	305	المهووس	#NAME?					
26815	305	أقمنا	We have established 					
26816	305	الحمية	Diet 					
26817	305	فاين	FINE 					
26818	305	نمنا	 Slept					
26819	305	طائشة	 stray					
26820	305	تعبثين	Tabuthain 					
26821	305	لهدف	The goal of 					
26822	305	ثملا	 drunk					
26823	305	قاربك	 boat					
26824	305	المجاملة	Courtesy 					
26825	305	بمطعم	Restaurant 					
26826	305	مخلب	Clutch 					
26827	305	الحقراء	Tykes 					
26828	305	شربنا	 drank					
26829	305	غيسبورن	Gisborne 					
26830	305	دوجيت	 Doggett					
26831	305	يشتغل	Platters 					
26832	305	نختبئ	 hide					
26833	305	نرتكب	 make the					
26834	305	متجهون	 headed					
26835	305	تفكروا	 think					
26836	305	استغل	Used 					
26837	305	الوهمية	Phantom 					
26838	305	يافعة	Imago 					
26839	305	always	always 					
26840	305	قدرتها	Capacity 					
26841	305	شادو	Shadow 					
26842	305	الولايه	 statewide					
26843	305	الفضائح	 scandals					
26844	305	بأستخدام	Using 					
26845	305	مركزي	Central 					
26846	305	وعائلة	Family 					
